gene_id	amr_class	munk2018_amr_group	new_amr_group	gene_length_bp	short_gene
blaTEM-220_1_KM998962	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-220_1
qnrB67_1_KC580656	Quinolone	Quinolone	Quinolone	645	qnrB67_1
blaTEM-146_1_DQ105529	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-146_1
blaSHV-27_1_AF293345	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-27_1
blaTEM-17_1_Y14574	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-17_1
sul2_5_AY524415	Sulphonamide	Sulphonamide	Sulphonamide	816	sul2_5
blaTEM-229_1_MG821356	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-229_1
blaTEM-105_1_AF516720	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-105_1
blaTEM-81_1_AF427127	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-81_1
blaTEM-28_1_U37195	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-28_1
aadA21_1_AY171244	Aminoglycoside	Aminoglycoside	Aminoglycoside	792	aadA21_1
blaTEM-214_1_KP050491	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-214_1
blaTEM-225_1_KY432403	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-225_1
cfr(B)_2_KM359438	Phenicol	Phenicol	Phenicol	1050	cfr(B)_2
aph(6)-Id_3_AB109805	Aminoglycoside	Aminoglycoside	Aminoglycoside	837	aph(6)-Id_3
dfrA1_7_AJ400733	Trimethoprim	Trimethoprim	Trimethoprim	564	dfrA1_7
fosA_3_ACWO01000079	Fosfomycin	Other	Other	420	fosA_3
sul2_8_AJ877041	Sulphonamide	Sulphonamide	Sulphonamide	852	sul2_8
dfrA1_4_AB188271	Trimethoprim	Trimethoprim	Trimethoprim	474	dfrA1_4
mecA_7_HE861945	Beta-Lactam	Beta-Lactam	Beta-Lactam	2007	mecA_7
blaTEM-233_1_MH270416	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-233_1
blaTEM-169_1_KP012538	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-169_1
blaTEM-57_1_FJ405211	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-57_1
tet(A)_1_AJ313332	Tetracycline	Tetracycline	Tetracycline	1200	tet(A)_1
blaTEM-113_1_AY589494	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-113_1
blaTEM-143_1_DQ075245	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-143_1
blaTEM-210_1_KJ484630	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-210_1
blaTEM-88_1_AY027590	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-88_1
dfrA1_13_DQ018382	Trimethoprim	Trimethoprim	Trimethoprim	474	dfrA1_13
blaTEM-40_1_FR717535	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-40_1
sul2_14_AJ514834	Sulphonamide	Sulphonamide	Sulphonamide	819	sul2_14
dfrA1_14_AB199789	Trimethoprim	Trimethoprim	Trimethoprim	474	dfrA1_14
blaTEM-198_1_AB700703	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-198_1
blaTEM-63_1_AF332513	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-63_1
sul2_21_AB366440	Sulphonamide	Sulphonamide	Sulphonamide	816	sul2_21
blaTEM-128_1_AY368237	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-128_1
blaTEM-181_1_KM977568	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-181_1
blaTEM-217_1_HG934763	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-217_1
sul2_17_U57647	Sulphonamide	Sulphonamide	Sulphonamide	816	sul2_17
blaSHV-65_1_DQ174305	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-65_1
tet(J)_1_ACLE01000065	Tetracycline	Tetracycline	Tetracycline	1197	tet(J)_1
aph(3_)-IIb_2_CP006832	Aminoglycoside	Aminoglycoside	Aminoglycoside	807	aph(3_)-IIb_2
blaTEM-19_1_JX042489	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-19_1
blaTEM-159_1_EF136376	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-159_1
blaTEM-110_1_AY072920	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-110_1
cmlA1_2_AB212941	Phenicol	Phenicol	Phenicol	1260	cmlA1_2
dfrA19_1_EU855687	Trimethoprim	Trimethoprim	Trimethoprim	570	dfrA19_1
mecA1_3_Y13094	Beta-Lactam	Beta-Lactam	Beta-Lactam	2001	mecA1_3
blaTEM-184_1_FR848831	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-184_1
aadA2b_1_D43625	Aminoglycoside	Aminoglycoside	Aminoglycoside	780	aadA2b_1
blaOXA-465_1_KR061500	Beta-Lactam	Beta-Lactam	Beta-Lactam	747	blaOXA-465_1
blaZ_36_JITV01000006	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_36
dfrA5_3_KF030794	Trimethoprim	Trimethoprim	Trimethoprim	474	dfrA5_3
aac(3)-Id_1_AB114632	Aminoglycoside	Aminoglycoside	Aminoglycoside	477	aac(3)-Id_1
blaCARB-2_1_M69058	Beta-Lactam	Beta-Lactam	Beta-Lactam	867	blaCARB-2_1
erm(C)_10_Y09002	Macrolide	Macrolide	Macrolide	735	erm(C)_10
nimA_1_X71444	Nitroimidazole	Other	Other	531	nimA_1
tet(S)_1_DQ377340	Tetracycline	Tetracycline	Tetracycline	1926	tet(S)_1
nimH_1_KX576455	Nitroimidazole	Other	Other	458	nimH_1
erm(42)_2_AB601890	Macrolide	Macrolide	Macrolide	912	erm(42)_2
sul2_20_AJ830710	Sulphonamide	Sulphonamide	Sulphonamide	816	sul2_20
tet(45)_1_JF837331	Tetracycline	Tetracycline	Tetracycline	1377	tet(45)_1
blaOXA-2_2_GQ466184	Beta-Lactam	Beta-Lactam	Beta-Lactam	828	blaOXA-2_2
vga(A)V_1_AF186237	Macrolide	Macrolide	Macrolide	1575	vga(A)V_1
dfrA17_9_FJ807902	Trimethoprim	Trimethoprim	Trimethoprim	474	dfrA17_9
mcr-1.4_1_KY041856	Colistin	Other	Colistin	1626	mcr-1.4_1
dfrA12_4_EU650399	Trimethoprim	Trimethoprim	Trimethoprim	498	dfrA12_4
mecA_3_Y13095	Beta-Lactam	Beta-Lactam	Beta-Lactam	2007	mecA_3
vgb(A)_1_M20129	Macrolide	Macrolide	Macrolide	900	vgb(A)_1
aac(3)-IIa_1_X51534	Aminoglycoside	Aminoglycoside	Aminoglycoside	861	aac(3)-IIa_1
blaCARB-12_1_D13210	Beta-Lactam	Beta-Lactam	Beta-Lactam	867	blaCARB-12_1
cfiA8_1_AB087233	Beta-Lactam	Beta-Lactam	Beta-Lactam	750	cfiA8_1
blaCTX-M-58_1_EF210159	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-58_1
dfrA7_5_AJ419170	Trimethoprim	Trimethoprim	Trimethoprim	570	dfrA7_5
dfrA25_1_DQ267940	Trimethoprim	Trimethoprim	Trimethoprim	459	dfrA25_1
qnrB20_1_AB379831	Quinolone	Quinolone	Quinolone	645	qnrB20_1
blaTEM-171_1_GQ149347	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-171_1
catA2_1_X53796	Phenicol	Phenicol	Phenicol	642	catA2_1
blaCTX-M-61_1_EF219142	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-61_1
blaCTX-M-15_1_AY044436	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-15_1
blaSHV-148_1_JX121115	Beta-Lactam	Beta-Lactam	Beta-Lactam	858	blaSHV-148_1
ant(2__)-Ia_16_HQ386848	Aminoglycoside	Aminoglycoside	Aminoglycoside	534	ant(2__)-Ia_16
blaZ_95_MAJJ01000071	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_95
aac(3)-XI_1_CTEG01000046	Aminoglycoside	Aminoglycoside	Aminoglycoside	447	aac(3)-XI_1
optrA_12_KX620936	Oxazolidinone	Other	Other	1968	optrA_12
aac(3)-IIe_1_EU022315	Aminoglycoside	Aminoglycoside	Aminoglycoside	861	aac(3)-IIe_1
aac(6_)-Ic_1_M94066	Aminoglycoside	Aminoglycoside	Aminoglycoside	441	aac(6_)-Ic_1
dfrK_3_FN812951	Trimethoprim	Trimethoprim	Trimethoprim	492	dfrK_3
dfrA12_5_FR875302	Trimethoprim	Trimethoprim	Trimethoprim	498	dfrA12_5
vga(A)LC_3_FN806791	Macrolide	Macrolide	Macrolide	1569	vga(A)LC_3
blaCMY-2_1_X91840	Beta-Lactam	Beta-Lactam	Beta-Lactam	1146	blaCMY-2_1
blaCTX-M-32_2_AJ557142	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-32_2
vat(E)_10_AY043212	Macrolide	Macrolide	Macrolide	645	vat(E)_10
fexB_1_JN201336	Phenicol	Phenicol	Phenicol	1410	fexB_1
blaCMY-115_1_KM087839	Beta-Lactam	Beta-Lactam	Beta-Lactam	1146	blaCMY-115_1
sul1_38_BX248359	Sulphonamide	Sulphonamide	Sulphonamide	852	sul1_38
tet(L)_3_M11036	Tetracycline	Tetracycline	Tetracycline	1377	tet(L)_3
vat(E)_3_AF153312	Macrolide	Macrolide	Macrolide	645	vat(E)_3
blaTEM-112_1_AY589493	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-112_1
aph(2__)-Ie_1_AY743255	Aminoglycoside	Aminoglycoside	Aminoglycoside	906	aph(2__)-Ie_1
blaCMY-99_1_KF305673	Beta-Lactam	Beta-Lactam	Beta-Lactam	1146	blaCMY-99_1
blaCMG_1_AY265892	Beta-Lactam	Beta-Lactam	Beta-Lactam	1054	blaCMG_1
blaSHV-15_1_AJ011428	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-15_1
VanC2_1_L29638	Vancomycin	Other	Vancomycin	1053	VanC2_1
aph(3_)-IIa_2_V00618	Aminoglycoside	Aminoglycoside	Aminoglycoside	795	aph(3_)-IIa_2
aac(6_)-Ib-cr_1_DQ303918	AmGlyc/Quin	Other	Other	600	aac(6_)-Ib-cr_1
erm(C)_2_M19652	Macrolide	Macrolide	Macrolide	735	erm(C)_2
blaCMY-82_1_KJ207203	Beta-Lactam	Beta-Lactam	Beta-Lactam	1146	blaCMY-82_1
blaCTX-M-103_1_HG423149	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-103_1
blaOXA-534_1_KX714285	Beta-Lactam	Beta-Lactam	Beta-Lactam	831	blaOXA-534_1
aac(3)-IIa_5_FJ012882	Aminoglycoside	Aminoglycoside	Aminoglycoside	861	aac(3)-IIa_5
blaTEM-36_1_KY305958	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-36_1
blaSHV-11_1_X98101	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-11_1
fosA2_1_EU487198	Fosfomycin	Other	Other	426	fosA2_1
blaMIR-3_1_AY743435	Beta-Lactam	Beta-Lactam	Beta-Lactam	1146	blaMIR-3_1
mph(A)_2_U36578	Macrolide	Macrolide	Macrolide	921	mph(A)_2
dfrA16_4_EU158182	Trimethoprim	Trimethoprim	Trimethoprim	474	dfrA16_4
blaSHV-2_1_AF148851	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-2_1
blaSHV-66_1_DQ174306	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-66_1
aph(3_)-Ia_5_AP004237	Aminoglycoside	Aminoglycoside	Aminoglycoside	816	aph(3_)-Ia_5
mecA_9_AB505630	Beta-Lactam	Beta-Lactam	Beta-Lactam	2007	mecA_9
blaOXA-129_1_FJWZ01000025	Beta-Lactam	Beta-Lactam	Beta-Lactam	804	blaOXA-129_1
blaCTX-M-36_1_AB177384	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-36_1
fosA_4_ACWU01000146	Fosfomycin	Other	Other	408	fosA_4
aac(3)-VIII_1_AB211959	Aminoglycoside	Aminoglycoside	Aminoglycoside	864	aac(3)-VIII_1
optrA_19_ALMN01000021	Oxazolidinone	Other	Other	1968	optrA_19
ARR-3_1_JF806499	Rifampicin	Other	Other	453	ARR-3_1
aac(3)-IIc_1_X54723	Aminoglycoside	Aminoglycoside	Aminoglycoside	861	aac(3)-IIc_1
optrA_1_KP399637	Oxazolidinone	Other	Other	1968	optrA_1
catB10_1_AJ878850	Phenicol	Phenicol	Phenicol	633	catB10_1
catB8_1_AF227506	Phenicol	Phenicol	Phenicol	633	catB8_1
blaTEM-26_1_LDCJ01000052	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-26_1
aac(3)-IIa_3_X13543	Aminoglycoside	Aminoglycoside	Aminoglycoside	861	aac(3)-IIa_3
tet(G)_1_AF133139	Tetracycline	Tetracycline	Tetracycline	1176	tet(G)_1
blaSHV-100_1_AM941846	Beta-Lactam	Beta-Lactam	Beta-Lactam	900	blaSHV-100_1
aph(3__)-Ib_1_M28829	Aminoglycoside	Aminoglycoside	Aminoglycoside	804	aph(3__)-Ib_1
vat(A)_1_L07778	Macrolide	Macrolide	Macrolide	660	vat(A)_1
blaCTX-M-22_1_AY080894	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-22_1
aadA14_1_AJ884726	Aminoglycoside	Aminoglycoside	Aminoglycoside	786	aadA14_1
optrA_13_KX620939	Oxazolidinone	Other	Other	1968	optrA_13
erm(42)_1_FR734406	Macrolide	Macrolide	Macrolide	906	erm(42)_1
catB3_2_U13880	Phenicol	Phenicol	Phenicol	633	catB3_2
optrA_10_KT601170	Oxazolidinone	Other	Other	1968	optrA_10
blaCTX-M-79_1_EF426798	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-79_1
qnrB2_1_DQ351242	Quinolone	Quinolone	Quinolone	645	qnrB2_1
blaOXA-466_1_KR061501	Beta-Lactam	Beta-Lactam	Beta-Lactam	747	blaOXA-466_1
blaCTX-M-28_6_AJ549244	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-28_6
blaCTX-M-14_1_AF252622	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-14_1
VanX_bc_1_Y15708	Vancomycin	Other	Vancomycin	249	VanX_bc_1
aph(6)-Ic_1_X01702	Aminoglycoside	Aminoglycoside	Aminoglycoside	801	aph(6)-Ic_1
sul1_36_X15024	Sulphonamide	Sulphonamide	Sulphonamide	840	sul1_36
blaPAO_4_AY083592	Beta-Lactam	Beta-Lactam	Beta-Lactam	1194	blaPAO_4
VanC2XY_5_EU151760	Vancomycin	Other	Vancomycin	1622	VanC2XY_5
aph(7__)-Ia_1_X03615	Aminoglycoside	Aminoglycoside	Aminoglycoside	999	aph(7__)-Ia_1
blaTEM-84_1_AF427130	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-84_1
erm(48)_1_LT223129	Macrolide	Macrolide	Macrolide	732	erm(48)_1
blaCTX-M-9_1_AF174129	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-9_1
blaCTX-M-14b_1_DQ359215	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-14b_1
blaCTX-M-137_1_KF790923	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-137_1
blaCTX-M-64_1_AB284167	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-64_1
blaSHV-173_1_KF513178	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-173_1
blaACT-5_1_FJ237369	Beta-Lactam	Beta-Lactam	Beta-Lactam	1146	blaACT-5_1
cfiA4_1_AB087229	Beta-Lactam	Beta-Lactam	Beta-Lactam	750	cfiA4_1
blaTEM-20_1_EU527189	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-20_1
sul1_35_AB281182	Sulphonamide	Sulphonamide	Sulphonamide	852	sul1_35
aadA4_1_Z50802	Aminoglycoside	Aminoglycoside	Aminoglycoside	789	aadA4_1
optrA_5_KT862783	Oxazolidinone	Other	Other	1968	optrA_5
blaCTX-M-196_1_KY563769	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-196_1
cfiA6_1_AB087231	Beta-Lactam	Beta-Lactam	Beta-Lactam	750	cfiA6_1
blaTEM-43_1_U95363	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-43_1
ARR-2_1_HQ141279	Rifampicin	Other	Other	453	ARR-2_1
blaSHV-155_1_JX121122	Beta-Lactam	Beta-Lactam	Beta-Lactam	858	blaSHV-155_1
blaCMY-121_1_KM507172	Beta-Lactam	Beta-Lactam	Beta-Lactam	1143	blaCMY-121_1
ARR-3_4_FM207631	Rifampicin	Other	Other	543	ARR-3_4
blaSHV-133_1_AB551737	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-133_1
blaSHV-76_1_AM176551	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-76_1
dfrA12_2_KJ546436	Trimethoprim	Trimethoprim	Trimethoprim	498	dfrA12_2
aac(6_)-Ib3_1_X60321	Aminoglycoside	Aminoglycoside	Aminoglycoside	555	aac(6_)-Ib3_1
blaSHV-143_1_JQ341060	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-143_1
blaSHV-104_1_EU274581	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-104_1
ant(3__)-Ii-aac(6_)-IId_1_AF453998	Aminoglycoside	Aminoglycoside	Aminoglycoside	1392	ant(3__)-Ii-aac(6_)-IId_1
blaSHV-77_1_EF373975	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-77_1
dfrA1_12_AY141977	Trimethoprim	Trimethoprim	Trimethoprim	474	dfrA1_12
sul2_1_AF542061	Sulphonamide	Sulphonamide	Sulphonamide	816	sul2_1
blaSHV-197_1_KT946904	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-197_1
sul1_28_JN790946	Sulphonamide	Sulphonamide	Sulphonamide	840	sul1_28
qnrVC4_1_GQ891757	Quinolone	Quinolone	Quinolone	657	qnrVC4_1
blaTEM-132_1_AY491682	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-132_1
blaSHV-70_1_DQ013287	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-70_1
blaSHV-43_1_AY065991	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-43_1
dfrA1_3_GU726913	Trimethoprim	Trimethoprim	Trimethoprim	474	dfrA1_3
aac(6_)-Ib_1_M21682	Aminoglycoside	Aminoglycoside	Aminoglycoside	606	aac(6_)-Ib_1
aac(3)-IIa_4_L22613	Aminoglycoside	Aminoglycoside	Aminoglycoside	861	aac(3)-IIa_4
blaOXA-2_1_DQ112222	Beta-Lactam	Beta-Lactam	Beta-Lactam	828	blaOXA-2_1
optrA_14_KX620941	Oxazolidinone	Other	Other	1968	optrA_14
mdt(A)_1_X92946	Macrolide	Macrolide	Macrolide	1257	mdt(A)_1
blaOXA-34_1_AF350424	Beta-Lactam	Beta-Lactam	Beta-Lactam	771	blaOXA-34_1
catQ_1_M55620	Phenicol	Phenicol	Phenicol	660	catQ_1
blaZ_69_NZ_CUHB01000033	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_69_NZ
mph(F)_1_AM260957	Macrolide	Macrolide	Macrolide	900	mph(F)_1
VanC3XY_1_AY033764	Vancomycin	Other	Vancomycin	1622	VanC3XY_1
blaZ_68_NZ_CUHK01000055	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_68_NZ
vat(D)_1_L12033	Macrolide	Macrolide	Macrolide	630	vat(D)_1
blaTEM-33_1_GU371926	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-33_1
blaIMP-19_1_EF118171	Beta-Lactam	Beta-Lactam	Beta-Lactam	741	blaIMP-19_1
blaZ_14_JBAG01000015	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_14
fosB_3_ACHE01000077	Fosfomycin	Other	Other	429	fosB_3
vga(A)LC_1_GQ891882	Macrolide	Macrolide	Macrolide	1569	vga(A)LC_1
nimF_1_AJ515145	Nitroimidazole	Other	Other	455	nimF_1
blaZ_34_JJAO01000008	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_34
blaTEM-52C_2_EF141186	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-52C_2
blaB-2_1_AF189300	Beta-Lactam	Beta-Lactam	Beta-Lactam	750	blaB-2_1
blaFAR-1_1_AF024601	Beta-Lactam	Beta-Lactam	Beta-Lactam	894	blaFAR-1_1
blaCARB-1_1_AF313471	Beta-Lactam	Beta-Lactam	Beta-Lactam	867	blaCARB-1_1
blaTEM-109_1_AY628175	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-109_1
blaSHV-165_1_JX121131	Beta-Lactam	Beta-Lactam	Beta-Lactam	858	blaSHV-165_1
blaIMP-32_1_JQ002629	Beta-Lactam	Beta-Lactam	Beta-Lactam	741	blaIMP-32_1
aac(6_)-Ik_1_L29510	Aminoglycoside	Aminoglycoside	Aminoglycoside	438	aac(6_)-Ik_1
blaZ_70_NZ_CUEK01000047	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_70_NZ
fosA_7_AEXB01000013	Fosfomycin	Other	Other	426	fosA_7
blaACT-15_1_JX440356	Beta-Lactam	Beta-Lactam	Beta-Lactam	1146	blaACT-15_1
blaACT-7_1_FJ237368	Beta-Lactam	Beta-Lactam	Beta-Lactam	1146	blaACT-7_1
fosA_1_M85195	Fosfomycin	Other	Other	426	fosA_1
blaZ_97_FMOK01000003	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_97
lnu(D)_1_EF452177	Macrolide	Macrolide	Macrolide	495	lnu(D)_1
blaCTX-M-2_1_AB176535	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-2_1
blaIMP-22_2_DQ361087	Beta-Lactam	Beta-Lactam	Beta-Lactam	741	blaIMP-22_2
blaSIM-1_1_JF731030	Beta-Lactam	Beta-Lactam	Beta-Lactam	741	blaSIM-1_1
blaB-3_1_AF189301	Beta-Lactam	Beta-Lactam	Beta-Lactam	750	blaB-3_1
blaOXA-420_1_AB983359	Beta-Lactam	Beta-Lactam	Beta-Lactam	843	blaOXA-420_1
vga(A)_3_JQ312422	Macrolide	Macrolide	Macrolide	1569	vga(A)_3
ant(2__)-Ia_3_X74412	Aminoglycoside	Aminoglycoside	Aminoglycoside	534	ant(2__)-Ia_3
blaOXA-512_1_KU726870	Beta-Lactam	Beta-Lactam	Beta-Lactam	843	blaOXA-512_1
erm(44)v_1_LN623525	Macrolide	Macrolide	Macrolide	756	erm(44)v_1
blaZ_80_KU607855	Beta-Lactam	Beta-Lactam	Beta-Lactam	888	blaZ_80
blaSHV-129_1_GU827715	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-129_1
blaZ_38_NZ_JEMM01000040	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_38_NZ
blaZ_25_JBKK01000017	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_25
blaSHV-31_1_AY277255	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-31_1
blaTEM-116_1_AY425988	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaTEM-116_1
blaZ_10_FR823292	Beta-Lactam	Beta-Lactam	Beta-Lactam	852	blaZ_10
catA3_1_X07848	Phenicol	Phenicol	Phenicol	642	catA3_1
dfrA10_1_L06418	Trimethoprim	Trimethoprim	Trimethoprim	564	dfrA10_1
blaOXA-16_1_AF043100	Beta-Lactam	Beta-Lactam	Beta-Lactam	775	blaOXA-16_1
dfrA15_4_AJ867237	Trimethoprim	Trimethoprim	Trimethoprim	474	dfrA15_4
blaSHV-71_1_AM176546	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-71_1
blaOXA-17_1_DQ902344	Beta-Lactam	Beta-Lactam	Beta-Lactam	801	blaOXA-17_1
blaSHV-67_1_DQ174307	Beta-Lactam	Beta-Lactam	Beta-Lactam	861	blaSHV-67_1
mcr-1.2_1_KX236309	Colistin	Other	Colistin	1626	mcr-1.2_1
blaCTX-M-146_1_KY938173	Beta-Lactam	Beta-Lactam	Beta-Lactam	876	blaCTX-M-146_1
blaOXA-240_1_JX089628	Beta-Lactam	Beta-Lactam	Beta-Lactam	801	blaOXA-240_1
blaOXA-295_1_APRW01000016	Beta-Lactam	Beta-Lactam	Beta-Lactam	837	blaOXA-295_1
blaZ_35_JIVZ01000012	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_35
blaOXA-20_2_AF024602	Beta-Lactam	Beta-Lactam	Beta-Lactam	801	blaOXA-20_2
blaCARB-8_1_AY178993	Beta-Lactam	Beta-Lactam	Beta-Lactam	897	blaCARB-8_1
blaCARB-4_1_FJ785525	Beta-Lactam	Beta-Lactam	Beta-Lactam	867	blaCARB-4_1
blaCARB-11_1_AY008290	Beta-Lactam	Beta-Lactam	Beta-Lactam	867	blaCARB-11_1
qnrVC6_1_KC202804	Quinolone	Quinolone	Quinolone	657	qnrVC6_1
cfr_2_AJ879565	Mac/Oxa/Phen	Other	Other	1050	cfr_2
fosB_2_X89875	Fosfomycin	Other	Other	420	fosB_2
car(A)_1_M80346	Macrolide	Macrolide	Macrolide	1656	car(A)_1
blaOXA-226_1_FJ617207	Beta-Lactam	Beta-Lactam	Beta-Lactam	828	blaOXA-226_1
aacA43_1_HQ247816	Aminoglycoside	Aminoglycoside	Aminoglycoside	564	aacA43_1
blaZ_116_NC_013348	Beta-Lactam	Beta-Lactam	Beta-Lactam	846	blaZ_116_NC
ant(2__)-Ia_8_AY920928	Aminoglycoside	Aminoglycoside	Aminoglycoside	534	ant(2__)-Ia_8
blaOXA-36_1_AF300985	Beta-Lactam	Beta-Lactam	Beta-Lactam	739	blaOXA-36_1
blaIMP-37_1_JX131372	Beta-Lactam	Beta-Lactam	Beta-Lactam	747	blaIMP-37_1
optrA_17_ALZI01000051	Oxazolidinone	Other	Other	1968	optrA_17
blaOXA-520_1_KX388630	Beta-Lactam	Beta-Lactam	Beta-Lactam	801	blaOXA-520_1
ere(A)_5_FN396877	Macrolide	Macrolide	Macrolide	1257	ere(A)_5
ant(2__)-Ia_13_DQ176450	Aminoglycoside	Aminoglycoside	Aminoglycoside	534	ant(2__)-Ia_13
ere(A)_2_AF099140	Macrolide	Macrolide	Macrolide	1227	ere(A)_2
ant(2__)-Ia_9_HM367610	Aminoglycoside	Aminoglycoside	Aminoglycoside	534	ant(2__)-Ia_9
mecA_8_NC_007168	Beta-Lactam	Beta-Lactam	Beta-Lactam	2007	mecA_8_NC
dfrA29_1_AM237806	Trimethoprim	Trimethoprim	Trimethoprim	472	dfrA29_1
blaCARB-10_1_EU850412	Beta-Lactam	Beta-Lactam	Beta-Lactam	897	blaCARB-10_1
ant(2__)-Ia_6_AJ871915	Aminoglycoside	Aminoglycoside	Aminoglycoside	534	ant(2__)-Ia_6
dfrA7_2_AJ884724	Trimethoprim	Trimethoprim	Trimethoprim	474	dfrA7_2
fosF_1_AY294333	Fosfomycin	Other	Other	399	fosF_1
